lib25519.so.1,lib25519-1
libadios2_serial_atl.so.2.2.1,libadios2-serial-auxiliary-2
libadios2_serial_atl.so.2,libadios2-serial-auxiliary-2
libadios2_serial_atl.so,libadios2-serial-auxiliary-dev
libadios2_serial_core.so.2.9.2,libadios2-serial-core-2
libadios2_serial_core.so.2,libadios2-serial-core-2
libadios2_serial_core.so,libadios2-serial-core-dev
libadios2_serial_c.so.2.9.2,libadios2-serial-c-2
libadios2_serial_c.so.2,libadios2-serial-c-2
libadios2_serial_c.so,libadios2-serial-c-dev
libadios2_serial_cxx11.so.2.9.2,libadios2-serial-c++11-2
libadios2_serial_cxx11.so.2,libadios2-serial-c++11-2
libadios2_serial_cxx11.so,libadios2-serial-c++11-dev
libadios2_serial_dill.so.2.4.1,libadios2-serial-auxiliary-2
libadios2_serial_dill.so.2,libadios2-serial-auxiliary-2
libadios2_serial_dill.so,libadios2-serial-auxiliary-dev
libadios2_serial_evpath.so.4.5.0,libadios2-serial-auxiliary-2
libadios2_serial_evpath.so.4,libadios2-serial-auxiliary-2
libadios2_serial_evpath.so,libadios2-serial-auxiliary-dev
libadios2_serial_ffs.so.2.0.0,libadios2-serial-auxiliary-2
libadios2_serial_ffs.so.2,libadios2-serial-auxiliary-2
libadios2_serial_ffs.so,libadios2-serial-auxiliary-dev
libadios2_serial_fortran.so.2.9.2,libadios2-serial-fortran-2
libadios2_serial_fortran.so.2,libadios2-serial-fortran-2
libadios2_serial_fortran.so,libadios2-serial-fortran-dev
libadios2_serial_perfstubs.so.0.1,libadios2-serial-auxiliary-2
libadios2_serial_perfstubs.so.0,libadios2-serial-auxiliary-2
libadios2_serial_perfstubs.so,libadios2-serial-auxiliary-dev
libadmesh.so.1.0.0,libadmesh1
libadmesh.so.1,libadmesh1
libadmesh.so,libadmesh-dev
libadmsAdmstpath.so.0.0.0,libadms0
libadmsAdmstpath.so.0,libadms0
libadmsElement.so.0.0.0,libadms0
libadmsElement.so.0,libadms0
libadmsPreprocessor.so.0.0.0,libadms0
libadmsPreprocessor.so.0,libadms0
libadmsVeriloga.so.0.0.0,libadms0
libadmsVeriloga.so.0,libadms0
libadolc.so.2.2.0,libadolc2
libadolc.so.2.2.0,libadolc2t64
libadolc.so.2,libadolc2
libadolc.so.2,libadolc2t64
libadolc.so,libadolc-dev
libadplug-2.3.3.so.0.0.0,libadplug-2.3.3-0
libadplug-2.3.3.so.0,libadplug-2.3.3-0
libadplug.so,libadplug-dev
libadwaita-1.so.0,libadwaita-1-0
libadwaita-1.so,libadwaita-1-dev
libadwaitaqt6priv.so.1.4.2,libadwaitaqt6priv1
libadwaitaqt6priv.so.1,libadwaitaqt6priv1
libadwaitaqt6priv.so,libadwaitaqt6-dev
libadwaitaqt6.so.1.4.2,libadwaitaqt6-1
libadwaitaqt6.so.1,libadwaitaqt6-1
libadwaitaqt6.so,libadwaitaqt6-dev
libadwaitaqtpriv.so.1.4.1,libadwaitaqtpriv1
libadwaitaqtpriv.so.1.4.2,libadwaitaqtpriv1
libadwaitaqtpriv.so.1,libadwaitaqtpriv1
libadwaitaqtpriv.so,libadwaitaqt-dev
libadwaitaqt.so.1.4.1,libadwaitaqt1
libadwaitaqt.so.1.4.2,libadwaitaqt1
libadwaitaqt.so.1,libadwaitaqt1
libadwaitaqt.so,libadwaitaqt-dev
libaec.so.0.0.12,libaec0
libaec.so.0.1.2,libaec0
libaec.so.0,libaec0
libaec.so,libaec-dev
libafcpu.so.3.3.2,libarrayfire-cpu3
libafcpu.so.3,libarrayfire-cpu3
libafcpu.so,libarrayfire-cpu-dev
libafflib.so.0.0.0,libafflib0t64
libafflib.so.0.0.0,libafflib0v5
libafflib.so.0,libafflib0t64
libafflib.so.0,libafflib0v5
libafflib.so,libafflib-dev
libafopencl.so.3.3.2,libarrayfire-opencl3
libafopencl.so.3,libarrayfire-opencl3
libafopencl.so,libarrayfire-opencl-dev
libaf.so.3.3.2,libarrayfire-unified3
libaf.so.3,libarrayfire-unified3
libaf.so,libarrayfire-unified-dev
libAfterBase.so.0.99,libafterimage0
libAfterBase.so.0.99,libafterimage0t64
libAfterBase.so.0,libafterimage0
libAfterBase.so.0,libafterimage0t64
libAfterBase.so,libafterimage-dev
libAfterConf.so.1.17,libafterstep1
libAfterConf.so.1.17,libafterstep1t64
libAfterConf.so.1,libafterstep1
libAfterConf.so.1,libafterstep1t64
libAfterImage.so.0.99,libafterimage0
libAfterImage.so.0.99,libafterimage0t64
libAfterImage.so.0,libafterimage0
libAfterImage.so.0,libafterimage0t64
libAfterImage.so,libafterimage-dev
libAfterStep.so.1.17,libafterstep1
libAfterStep.so.1.17,libafterstep1t64
libAfterStep.so.1,libafterstep1
libAfterStep.so.1,libafterstep1t64
libagg.so.2.1.1,libagg2
libagg.so.2.1.1,libagg2t64
libagg.so.2,libagg2
libagg.so.2,libagg2t64
libagg.so,libagg2-dev
libags_audio.so.3.0.0,libags-audio3
libags_audio.so.3,libags-audio3
libags_audio.so.6.0.0,libags-audio6t64
libags_audio.so.6,libags-audio6t64
libags_audio.so,libags-audio-dev
libags_gui.so.3.0.0,libags-gui3
libags_gui.so.3,libags-gui3
libags_gui.so.6.0.0,libags-gui6t64
libags_gui.so.6,libags-gui6t64
libags_gui.so,libags-gui-dev
libags_server.so.3.0.0,libags3
libags_server.so.3,libags3
libags_server.so.6.0.0,libags6t64
libags_server.so.6,libags6t64
libags_server.so,libags-dev
libags.so.3.0.0,libags3
libags.so.3,libags3
libags.so.6.0.0,libags6t64
libags.so.6,libags6t64
libags.so,libags-dev
libags_thread.so.3.0.0,libags3
libags_thread.so.3,libags3
libags_thread.so.6.0.0,libags6t64
libags_thread.so.6,libags6t64
libags_thread.so,libags-dev
libahp_gt.so.1.6.3,libahp-gt1
libahp_gt.so.1,libahp-gt1
libahp_gt.so,libahp-gt-dev
libahp_xc.so.1.4.1,libahp-xc1t64
libahp_xc.so.1,libahp-xc1t64
libahp_xc.so,libahp-xc-dev
libahven.so.30,libahven30
libahven.so.31,libahven31
libahven.so,libahven9-dev
libahven.so,libahven-dev
libAiksaurus-1.2.so.0.0.1,libaiksaurus-1.2-0c2a
libAiksaurus-1.2.so.0,libaiksaurus-1.2-0c2a
libAiksaurus-1.2.so,libaiksaurus-1.2-dev
libAiksaurusGTK-1.2.so.0.0.1,libaiksaurusgtk-1.2-0c2a
libAiksaurusGTK-1.2.so.0,libaiksaurusgtk-1.2-0c2a
libAiksaurusGTK-1.2.so,libaiksaurusgtk-1.2-dev
libaio.so.1.0.1,libaio1
libaio.so.1,libaio1
libaio.so,libaio-dev
libaircrack-ce-wpa-1.6.0.so,aircrack-ng
libaircrack-ce-wpa-1.7.0.so,aircrack-ng
libaircrack-ce-wpa.so,aircrack-ng
libaircrack-ce-wpa-x86-avx-1.6.0.so,aircrack-ng
libaircrack-ce-wpa-x86-avx-1.7.0.so,aircrack-ng
libaircrack-ce-wpa-x86-avx2-1.6.0.so,aircrack-ng
libaircrack-ce-wpa-x86-avx2-1.7.0.so,aircrack-ng
libaircrack-ce-wpa-x86-avx2.so,aircrack-ng
libaircrack-ce-wpa-x86-avx.so,aircrack-ng
libaircrack-ce-wpa-x86-sse2-1.6.0.so,aircrack-ng
libaircrack-ce-wpa-x86-sse2-1.7.0.so,aircrack-ng
libaircrack-ce-wpa-x86-sse2.so,aircrack-ng
libaircrack-osdep-1.6.0.so,aircrack-ng
libaircrack-osdep-1.7.0.so,aircrack-ng
libaircrack-osdep.so,aircrack-ng
libairspyhf.so.1.6.8,libairspyhf1
libairspyhf.so.1,libairspyhf1
libairspyhf.so,libairspyhf-dev
libairspy.so.0,libairspy0
libairspy.so.1.0.11,libairspy0
libairspy.so,libairspy-dev
libakai.so.0.0.0,libakai0
libakai.so.0.0.0,libakai0t64
libakai.so.0,libakai0
libakai.so.0,libakai0t64
libakai.so,libgig-dev
libakonadiconsole.so.5.19.3,akonadiconsole
libakonadiconsole.so.5.24.5,akonadiconsole
libakonadiconsole.so.5,akonadiconsole
libakonadidatasetools.so.5.24.5,kdepim-addons
libakonadidatasetools.so.5,kdepim-addons
libakonadi-filestore.so.5.19.3,kdepim-runtime
libakonadi-filestore.so.5.24.5,kdepim-runtime
libakonadi-filestore.so.5,kdepim-runtime
libakonadi-singlefileresource.so.5.19.3,kdepim-runtime
libakonadi-singlefileresource.so.5.24.5,kdepim-runtime
libakonadi-singlefileresource.so.5,kdepim-runtime
libakregatorinterfaces.so.5.19.3,akregator
libakregatorinterfaces.so.5.24.5,akregator
libakregatorinterfaces.so.5,akregator
libakregatorprivate.so.5.19.3,akregator
libakregatorprivate.so.5.24.5,akregator
libakregatorprivate.so.5,akregator
libalberta_1d.so.4.0.0,libalberta4
libalberta_1d.so.4.0.0,libalberta4t64
libalberta_1d.so.4,libalberta4
libalberta_1d.so.4,libalberta4t64
libalberta_1d.so,libalberta-dev
libalberta_2d.so.4.0.0,libalberta4
libalberta_2d.so.4.0.0,libalberta4t64
libalberta_2d.so.4,libalberta4
libalberta_2d.so.4,libalberta4t64
libalberta_2d.so,libalberta-dev
libalberta_3d.so.4.0.0,libalberta4
libalberta_3d.so.4.0.0,libalberta4t64
libalberta_3d.so.4,libalberta4
libalberta_3d.so.4,libalberta4t64
libalberta_3d.so,libalberta-dev
libalberta_utilities.so.4.0.0,libalberta4
libalberta_utilities.so.4.0.0,libalberta4t64
libalberta_utilities.so.4,libalberta4
libalberta_utilities.so.4,libalberta4t64
libalberta_utilities.so,libalberta-dev
libal_bp_vION.so.0.0.0,libion0
libal_bp_vION.so.0,libion0
libal_bp_vION.so,libion-dev
libaldmb.so.1.0.0,libaldmb1
libaldmb.so.1.0.0,libaldmb1t64
libaldmb.so.1,libaldmb1
libaldmb.so.1,libaldmb1t64
libaldmb.so,libaldmb1-dev
libalglib.so.3.18.0,libalglib3.18
libalglib.so.3.18,libalglib3.18
libalglib.so.4.0.0,libalglib4.0
libalglib.so.4.0,libalglib4.0
libalglib.so,libalglib-dev
libalgorithms.so.1.6.1,libalgorithms1
libalgorithms.so.1.6.1,libalgorithms1t64
libalgorithms.so.1,libalgorithms1
libalgorithms.so.1,libalgorithms1t64
libalgorithms.so,pktools-dev
libalkimia5.so.7.0.2,libalkimia5-7
libalkimia5.so.7,libalkimia5-7
libalkimia5.so.8.1.2,libalkimia5-8
libalkimia5.so.8,libalkimia5-8
libalkimia5.so,libalkimia5-dev
liballeggl.so.4.4.3,liballeggl4.4
liballeggl.so.4.4.3,liballeggl4.4t64
liballeggl.so.4.4,liballeggl4.4
liballeggl.so.4.4,liballeggl4.4t64
liballeggl.so,liballeggl4-dev
liballegro_acodec.so.5.2.7,liballegro-acodec5.2
liballegro_acodec.so.5.2.9,liballegro-acodec5.2t64
liballegro_acodec.so.5.2,liballegro-acodec5.2
liballegro_acodec.so.5.2,liballegro-acodec5.2t64
liballegro_acodec.so,liballegro-acodec5-dev
liballegro_audio.so.5.2.7,liballegro-audio5.2
liballegro_audio.so.5.2.9,liballegro-audio5.2t64
liballegro_audio.so.5.2,liballegro-audio5.2
liballegro_audio.so.5.2,liballegro-audio5.2t64
liballegro_audio.so,liballegro-audio5-dev
liballegro_color.so.5.2.7,liballegro5.2
liballegro_color.so.5.2.9,liballegro5.2t64
liballegro_color.so.5.2,liballegro5.2
liballegro_color.so.5.2,liballegro5.2t64
liballegro_color.so,liballegro5-dev
liballegro_dialog.so.5.2.7,liballegro-dialog5.2
liballegro_dialog.so.5.2.9,liballegro-dialog5.2t64
liballegro_dialog.so.5.2,liballegro-dialog5.2
liballegro_dialog.so.5.2,liballegro-dialog5.2t64
liballegro_dialog.so,liballegro-dialog5-dev
liballegro_font.so.5.2.7,liballegro5.2
liballegro_font.so.5.2.9,liballegro5.2t64
liballegro_font.so.5.2,liballegro5.2
liballegro_font.so.5.2,liballegro5.2t64
liballegro_font.so,liballegro5-dev
liballegro_image.so.5.2.7,liballegro-image5.2
liballegro_image.so.5.2.9,liballegro-image5.2t64
liballegro_image.so.5.2,liballegro-image5.2
liballegro_image.so.5.2,liballegro-image5.2t64
liballegro_image.so,liballegro-image5-dev
liballegro_main.so.5.2.7,liballegro5.2
liballegro_main.so.5.2.9,liballegro5.2t64
liballegro_main.so.5.2,liballegro5.2
liballegro_main.so.5.2,liballegro5.2t64
liballegro_main.so,liballegro5-dev
liballegro_memfile.so.5.2.7,liballegro5.2
liballegro_memfile.so.5.2.9,liballegro5.2t64
liballegro_memfile.so.5.2,liballegro5.2
liballegro_memfile.so.5.2,liballegro5.2t64
liballegro_memfile.so,liballegro5-dev
liballegro_physfs.so.5.2.7,liballegro-physfs5.2
liballegro_physfs.so.5.2.9,liballegro-physfs5.2t64
liballegro_physfs.so.5.2,liballegro-physfs5.2
liballegro_physfs.so.5.2,liballegro-physfs5.2t64
liballegro_physfs.so,liballegro-physfs5-dev
liballegro_primitives.so.5.2.7,liballegro5.2
liballegro_primitives.so.5.2.9,liballegro5.2t64
liballegro_primitives.so.5.2,liballegro5.2
liballegro_primitives.so.5.2,liballegro5.2t64
liballegro_primitives.so,liballegro5-dev
liballegro.so.5.2.7,liballegro5.2
liballegro.so.5.2.9,liballegro5.2t64
liballegro.so.5.2,liballegro5.2
liballegro.so.5.2,liballegro5.2t64
liballegro.so,liballegro5-dev
liballegro_ttf.so.5.2.7,liballegro-ttf5.2
liballegro_ttf.so.5.2.9,liballegro-ttf5.2t64
liballegro_ttf.so.5.2,liballegro-ttf5.2
liballegro_ttf.so.5.2,liballegro-ttf5.2t64
liballegro_ttf.so,liballegro-ttf5-dev
liballegro_video.so.5.2.7,liballegro-video5.2
liballegro_video.so.5.2.9,liballegro-video5.2t64
liballegro_video.so.5.2,liballegro-video5.2
liballegro_video.so.5.2,liballegro-video5.2t64
liballegro_video.so,liballegro-video5-dev
liballeg.so.4.4.3,liballegro4.4
liballeg.so.4.4.3,liballegro4.4t64
liballeg.so.4.4,liballegro4.4
liballeg.so.4.4,liballegro4.4t64
liballeg.so,liballegro4-dev
liballreduce.so.0.0.0,libvw0
liballreduce.so.0,libvw0
liballreduce.so,libvw-dev
liballtray.so.0.0.0,alltray
liballtray.so.0,alltray
liballtray.so,alltray
libalog.so.0.6.2,libalog0.6.2
libalog.so.0.6.3,libalog0.6.3
libalog.so,libalog6-dev
libalog.so,libalog-dev
libalpm.so.13.0.2,libalpm13t64
libalpm.so.13,libalpm13t64
libalpm.so,libalpm-dev
libalsaplayer.so.0.0.2,libalsaplayer0
libalsaplayer.so.0,libalsaplayer0
libalsaplayer.so,libalsaplayer-dev
libalsatoss.so.0.0.0,alsa-oss
libalsatoss.so.0,alsa-oss
libalsatoss.so,alsa-oss
libalure.so.1.2.0,libalure1
libalure.so.1,libalure1
libalure.so,libalure-dev
libalut.so.0.1.0,libalut0
libalut.so.0,libalut0
libalut.so,libalut-dev
libam7xxx.so.0.1.7,libam7xxx0.1
libam7xxx.so.0.1,libam7xxx0.1
libam7xxx.so,libam7xxx-dev
libambix.so.0.0.0,libambix0
libambix.so.0,libambix0
libambix.so,libambix-dev
libamd_comgr.so.2.6.0,libamd-comgr2
libamd_comgr.so.2,libamd-comgr2
libamd_comgr.so,libamd-comgr-dev
libamdgpu_noop_drm_shim.so,mesa-drm-shim
libamdhip64.so.5.7.31921,libamdhip64-5
libamdhip64.so.5,libamdhip64-5
libamdhip64.so,libamdhip64-dev
libamd.so.2.4.6,libamd2
libamd.so.2,libamd2
libamd.so.3.3.1,libamd3
libamd.so.3,libamd3
libamd.so,libsuitesparse-dev
libaml.so.0.0.0,libaml0
libaml.so.0.0.0,libaml0t64
libaml.so.0,libaml0
libaml.so.0,libaml0t64
libaml.so,libaml-dev
libamplsolver.so.0,libamplsolver0
libamplsolver.so,libamplsolver-dev
libamtk-5.so.0.0.0,libamtk-5-0
libamtk-5.so.0,libamtk-5-0
libamtk-5.so,libamtk-5-dev
libAnalitzaGui.so.8.0.0,libanalitzagui8
libAnalitzaGui.so.8,libanalitzagui8
libAnalitzaGui.so,libanalitza-dev
libAnalitzaPlot.so.8.0.0,libanalitzaplot8
libAnalitzaPlot.so.8,libanalitzaplot8
libAnalitzaPlot.so,libanalitza-dev
libAnalitza.so.8.0.0,libanalitza8
libAnalitza.so.8,libanalitza8
libAnalitza.so,libanalitza-dev
libAnalitzaWidgets.so.8.0.0,libanalitzawidgets8
libAnalitzaWidgets.so.8,libanalitzawidgets8
libAnalitzaWidgets.so,libanalitza-dev
libancient.so.2.0.1,libancient2
libancient.so.2,libancient2
libancient.so,libancient-dev
libanet.so.0.4.3,libanet0.4.3
libanet.so,libanet5-dev
libanet.so,libanet-dev
libanfo.so.0.0.0,libanfo0
libanfo.so.0,libanfo0
libanfo.so,libanfo0-dev
libangelscript-addon.so.2.35.1,libangelscript-addon2.35.1
libangelscript-addon.so.2.35.1,libangelscript-addon2.35.1t64
libangelscript-addon.so,angelscript-dev
libangelscript.so.2.35.1,libangelscript2.35.1
libangelscript.so.2.35.1,libangelscript2.35.1t64
libangelscript.so,angelscript-dev
libanjuta-3.so.0.0.0,libanjuta-3-0
libanjuta-3.so.0,libanjuta-3-0
libanjuta-3.so,libanjuta-dev
libanl.so.1,libc6
libanl.so,libc6-dev
libann_adaptor.so.0.0.1,libcctbx0
libann_adaptor.so.0,libcctbx0
libann_adaptor.so,libcctbx-dev
libann-cctbx.so.0.0.0,libann-cctbx0
libann-cctbx.so.0,libann-cctbx0
libann-cctbx.so,libann-cctbx-dev
libANNlib-5.0.so.1,elastix
libANNlib-5.0.so,elastix
libANNlib-5.1.so.1,elastix
libANNlib-5.1.so,elastix
libann.so.0.0.0,libann0
libann.so.0,libann0
libann.so,libann-dev
libansilove.so.1.2.8,libansilove1
libansilove.so.1.4.1,libansilove1
libansilove.so.1,libansilove1
libansilove.so,libansilove-dev
libanthydic.so.1.1.3,libanthy1
libanthydic.so.1.1.3,libanthy1t64
libanthydic.so.1,libanthy1
libanthydic.so.1,libanthy1t64
libanthydic.so,libanthy-dev
libanthygobject-1.0.so.5.0.514,ibus-anthy
libanthygobject-1.0.so.5,ibus-anthy
libanthygobject-1.0.so,ibus-anthy-dev
libanthyinput.so.0.0.0,libanthyinput0
libanthyinput.so.0.0.0,libanthyinput0t64
libanthyinput.so.0,libanthyinput0
libanthyinput.so.0,libanthyinput0t64
libanthyinput.so,libanthyinput-dev
libanthy.so.1.1.2,libanthy1
libanthy.so.1.1.2,libanthy1t64
libanthy.so.1,libanthy1
libanthy.so.1,libanthy1t64
libanthy.so,libanthy-dev
libantic.so.0.2.4,libantic0
libantic.so.0,libantic0
libantic.so,libantic-dev
libantlr3c.so,libantlr3c-dev
libantlr4-runtime.so.4.10,libantlr4-runtime4.10
libantlr4-runtime.so.4.9,libantlr4-runtime4.9
libantlr4-runtime.so,libantlr4-runtime-dev
libaoflagger.so.0,libaoflagger0
libaoflagger.so,aoflagger-dev
libaom.so.3.3.0,libaom3
libaom.so.3.8.2,libaom3
libaom.so.3,libaom3
libaom.so,libaom-dev
libao.so.4.1.1,libao4
libao.so.4,libao4
libao.so,libao-dev
libaoss.so.0.0.0,alsa-oss
libaoss.so.0,alsa-oss
libaoss.so,alsa-oss
libapbs_fem.so.3,libapbs3t64
libapbs_fem.so,libapbs-dev
libapbs_generic.so.3,libapbs3
libapbs_generic.so.3,libapbs3t64
libapbs_generic.so,libapbs-dev
libapbs_mg.so.3,libapbs3
libapbs_mg.so.3,libapbs3t64
libapbs_mg.so,libapbs-dev
libapbs_pmgc.so.3,libapbs3
libapbs_pmgc.so.3,libapbs3t64
libapbs_pmgc.so,libapbs-dev
libapbs_routines.so.3,libapbs3
libapbs_routines.so.3,libapbs3t64
libapbs_routines.so,libapbs-dev
libapertium3-3.7.so.1.0.0,libapertium3-3.7-1
libapertium3-3.7.so.1,libapertium3-3.7-1
libapertium3-3.7.so,apertium-dev
libapertium3-3.8.so,apertium-dev
libapertium3.so,apertium-dev
libapertium-lex-tools.so.1.0.0,libapertium-lex-tools1
libapertium-lex-tools.so.1,libapertium-lex-tools1
libapertium-lex-tools.so,apertium-lex-tools-dev
libapertium.so.3.0.0,libapertium3
libapertium.so.3,libapertium3
libapertium.so,apertium-dev
libaperture-0.so.0,libaperture-0-0
libaperture-0.so,libaperture-0-dev
libapogee.so.3.2,libapogee3
libapogee.so.3.2,libapogee3t64
libapogee.so.3,libapogee3
libapogee.so.3,libapogee3t64
libapogee.so,libapogee-dev
libapophenia.so.2.0.0,libapophenia2
libapophenia.so.2,libapophenia2
libapophenia.so,libapophenia2-dev
libapparmor.so.1.17.1,libapparmor1
libapparmor.so.1.8.2,libapparmor1
libapparmor.so.1,libapparmor1
libapparmor.so,libapparmor-dev
libappimage.so.0.1.10,libappimage0
libappimage.so.0,libappimage0
libappimage.so,libappimage-dev
libappindicator3.so.1.0.0,libappindicator3-1
libappindicator.so.1.0.0,libappindicator1
libappmenu-gtk2-parser.so.0.7,libappmenu-gtk2-parser0
libappmenu-gtk2-parser.so.0,libappmenu-gtk2-parser0
libappmenu-gtk2-parser.so,libappmenu-gtk2-parser-dev
libappmenu-gtk3-parser.so.0.7,libappmenu-gtk3-parser0
libappmenu-gtk3-parser.so.0,libappmenu-gtk3-parser0
libappmenu-gtk3-parser.so,libappmenu-gtk3-parser-dev
libappstream-compose.so.0.15.2,libappstream-compose0
libappstream-compose.so.0,libappstream-compose0
libappstream-compose.so.1.0.2,libappstream-compose0
libappstream-compose.so,libappstream-compose-dev
libappstream-glib.so.8.0.10,libappstream-glib8
libappstream-glib.so.8,libappstream-glib8
libappstream-glib.so,libappstream-glib-dev
libAppStreamQt5.so.1.0.2,libappstreamqt5-3
libAppStreamQt5.so.3,libappstreamqt5-3
libAppStreamQt5.so,libappstreamqt5-dev
libAppStreamQt.so.0.15.2,libappstreamqt2
libAppStreamQt.so.1.0.2,libappstreamqt3
libAppStreamQt.so.2,libappstreamqt2
libAppStreamQt.so.3,libappstreamqt3
libAppStreamQt.so,libappstreamqt-dev
libappstream.so.0.15.2,libappstream4
libappstream.so.1.0.2,libappstream5
libappstream.so.4,libappstream4
libappstream.so.5,libappstream5
libappstream.so,libappstream-dev
libapr-1.so.0.7.0,libapr1
libapr-1.so.0.7.2,libapr1t64
libapr-1.so.0,libapr1
libapr-1.so.0,libapr1t64
libapr-1.so,libapr1-dev
libapreq2.so.3.8.0,libapreq2-3
libapreq2.so.3.8.1,libapreq2-3t64
libapreq2.so.3,libapreq2-3
libapreq2.so.3,libapreq2-3t64
libapreq2.so,libapreq2-dev
libapriltag.so.3.2.0,libapriltag3
libapriltag.so.3.3.0,libapriltag3t64
libapriltag.so.3,libapriltag3
libapriltag.so.3,libapriltag3t64
libapriltag.so,libapriltag-dev
libapriltag-utils.so.3.2.0,libapriltag3
libapriltag-utils.so.3.3.0,libapriltag3t64
libapriltag-utils.so.3,libapriltag3
libapriltag-utils.so.3,libapriltag3t64
libapriltag-utils.so,libapriltag-dev
libapr_memcache.so.0.0.1,libapr-memcache0
libapr_memcache.so.0.0.1,libapr-memcache0t64
libapr_memcache.so.0,libapr-memcache0
libapr_memcache.so.0,libapr-memcache0t64
libapr_memcache.so,libapr-memcache-dev
libaprutil-1.so.0.6.1,libaprutil1
libaprutil-1.so.0.6.3,libaprutil1t64
libaprutil-1.so.0,libaprutil1
libaprutil-1.so.0,libaprutil1t64
libaprutil-1.so,libaprutil1-dev
libapt-pkg.so.6.0.0,libapt-pkg6.0
libapt-pkg.so.6.0.0,libapt-pkg6.0t64
libapt-pkg.so.6.0,libapt-pkg6.0
libapt-pkg.so.6.0,libapt-pkg6.0t64
libapt-pkg.so,libapt-pkg-dev
libapt-private.so.0.0.0,apt
libapt-private.so.0.0,apt
libaqbanking.so.44.4.3,libaqbanking44
libaqbanking.so.44.5.4,libaqbanking44
libaqbanking.so.44,libaqbanking44
libaqbanking.so,libaqbanking-dev
libaravis-0.8.so.0.8.20,libaravis-0.8-0
libaravis-0.8.so.0.8.30,libaravis-0.8-0
libaravis-0.8.so.0,libaravis-0.8-0
libaravis-0.8.so,libaravis-dev
libarchive.so.13.6.0,libarchive13
libarchive.so.13.7.2,libarchive13t64
libarchive.so.13,libarchive13
libarchive.so.13,libarchive13t64
libarchive.so,libarchive-dev
libArcus.so.1.1.0,libarcus3
libArcus.so.3,libarcus3
libArcus.so.5.0.0,libarcus5
libArcus.so.5,libarcus5
libArcus.so,libarcus-dev
libargon2.so.0,libargon2-0
libargon2.so.1,libargon2-1
libargon2.so,libargon2-dev
libargtable2.so.0.1.8,libargtable2-0
libargtable2.so.0,libargtable2-0
libargtable2.so,libargtable2-dev
libaria2.so.0.0.0,libaria2-0
libaria2.so.0,libaria2-0
libaria2.so,libaria2-0-dev
libaribb24.so.0.0.0,libaribb24-0
